level,active_months,n,positive,clusters,observed,ci_low,ci_high,boot_mean,replicates
L2,0,2493131,59564,2335,0.07391682875065858,0.07146471688894344,0.07621602978228165,0.07395241218701204,1000
L2,1,202879,41173,2303,0.04043546221744304,0.037629555659227855,0.043279361503133475,0.04044769307262107,1000
L2,2,95811,32308,2246,0.034277396895622314,0.0310483714886559,0.037791332079253934,0.03431349212406907,1000
L2,3-5,125780,67233,2196,0.017146070403688318,0.014873635933402235,0.01931907073005743,0.017131681446512604,1000
L2,6-11,66497,54918,1987,0.0005118852263457097,-0.000186720873884455,0.0011712612467413895,0.0005128300738515025,1000
L2,rare_dormant,2791821,133045,2335,0.05502706960796938,0.053621710507287736,0.05634204974447792,0.05497756747650558,1000
